	words	document_8	document_6	document_19	document_20	document_3	document_12	document_1	document_4	document_9	document_14	document_15	document_2	document_11	document_5	document_7	document_16	document_18	document_13	document_17	document_10
9448	x	0	0	1	0	0	0	0	0	0	0	1	1	8	0	0	0	0	0	0	0
9449	send	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9450	high-birth	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
9451	cones	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9452	radically	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9453	Dominican	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
9454	where	0	4	10	9	0	0	5	0	1	1	7	3	1	4	1	1	0	0	0	0
9455	orich	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0
9456	quantities	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
9457	Andreas	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
9458	Study	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
9459	reputation	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
9460	enamel	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9461	campus	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9462	grandstand	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
9463	cattus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9464	Has	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9465	sequence	0	0	0	0	0	0	0	8	0	0	0	0	14	0	0	0	0	0	0	0
9466	Hillsborough	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9467	waves	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
9468	replacing	0	0	1	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0
9469	Charles-Joseph	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9470	Stamp	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9471	Tatler	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9472	eruption	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9473	starvation	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
9474	inventing	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9475	nutrient	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
9476	infections	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9477	Oriates	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
9478	wars	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9479	pot	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
9480	Seminary	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9481	yowling	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9482	throne	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
9483	Office	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0
9484	polymerases	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
9485	bless	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9486	fb	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
9487	patterns	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0
9488	moggies	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9489	ROK-U	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9490	protected	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9491	challenged	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0
9492	enemies	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9493	Similar	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
9494	unlike	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9495	being	4	12	7	11	0	0	2	4	0	0	0	0	0	2	0	1	0	2	1	0
9496	prodigious	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9497	Babal	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
9498	north	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
9499	hoped	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9500	drives	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
9501	wildcat	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9502	normalization	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9503	punishment	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9504	obvious	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
9505	blue	0	1	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
9506	giant	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
9507	der	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
9508	BBQ	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
9509	knocked	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
9510	second	1	3	8	4	0	0	1	3	0	0	8	0	0	1	1	0	0	0	1	0
9511	nucleases	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
9512	corruption	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
9513	interred	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9514	waterline	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9515	-Jan-	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
9516	athletic	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9517	sing	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9518	marking	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9519	committed	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
9520	vested	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
9521	Japan	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9522	grandmother	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9523	fore	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9524	Use	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9525	Ambassador	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9526	However	0	12	4	13	0	0	2	0	0	0	1	1	1	4	0	0	0	0	0	0
9527	th	0	3	9	4	0	0	2	0	0	1	3	8	0	12	0	0	2	0	0	0
9528	ministry	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9529	Reexamining	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
9530	undertaken	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
9531	Condition	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9532	Gallery	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9533	deviations	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
9534	Gems	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
9535	Lawndale	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9536	April	11	0	6	14	0	0	0	0	0	0	2	0	0	1	2	0	0	0	1	0
9537	Latitudinal	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
9538	nke	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
9539	Multinational	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9540	sophomore	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9541	strain	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
9542	proved	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9543	code	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9544	Simulations	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9545	Saturday	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
9546	blindly	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9547	various	1	2	2	3	0	0	1	2	0	0	0	0	0	2	2	2	0	0	0	0
9548	excerpted	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9549	lag	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
9550	weigh	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9551	Manx	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9552	Politics	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9553	activity	0	2	0	2	0	0	1	5	0	0	4	2	0	0	2	0	0	0	0	0
9554	Caesarean	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
9555	leaves	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
9556	Hochreiter	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
9557	regards	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
9558	duck	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
9559	infidelities	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9560	Cole	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0
9561	Lettering	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9562	harmonica	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9563	how	0	2	0	4	0	0	0	1	0	0	0	1	0	4	1	0	0	0	0	0
9564	father	0	0	12	9	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
9565	Hospital	0	0	2	1	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	3
9566	creating	0	0	1	1	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	1
9567	Graham	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9568	RNA-dependent	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
9569	biblical	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9570	d	0	0	6	3	0	3	0	1	0	0	10	0	0	0	0	0	2	0	2	0
9571	bells	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9572	applicable	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0
9573	tailored	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
9574	Motel	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9575	extracted	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
9576	passes	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
9577	comprising	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9578	three	0	5	13	3	1	0	3	6	0	0	2	2	0	3	0	0	0	0	0	0
9579	raised	3	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
9580	Silas	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9581	rodents	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9582	conservative	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9583	Vivian	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9584	increased	0	2	0	0	0	1	0	0	0	0	6	1	0	6	0	0	0	0	0	0
9585	synonym	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9586	elections	0	0	1	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0
9587	arrange	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9588	poverty	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9589	shop	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9590	policeman	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9591	Pinacoteca	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
9592	shopkeeper	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9593	has	11	25	16	12	0	0	9	8	0	0	10	7	1	21	4	0	2	3	1	1
9594	ligase	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
9595	Du	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
9596	Edition	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9597	Series	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
9598	justify	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9599	Orisha	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
9600	elements	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
9601	credible	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9602	harassment	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9603	holistic	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
9604	Finally	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
9605	resume	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9606	Snell	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
9607	Scholarly	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9608	conditionally	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
9609	senseless	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9610	under-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
9611	stuffed	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9612	winds	0	0	1	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
9613	Lunar	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9614	showing	4	0	0	2	0	0	1	0	0	0	0	1	0	1	0	0	0	2	0	0
9615	Asian	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9616	Lake	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
9617	winner	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9618	came	1	0	2	7	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
9619	lion	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
9620	pulls	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9621	choir	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
9622	Gonzalez	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
9623	fetal	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0
9624	miscalculation	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9625	encyclopedia	0	0	1	1	0	1	0	1	0	1	1	1	0	0	0	1	1	1	1	1
9626	pay	1	0	1	2	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
9627	hectares	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9628	j	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
9629	outset	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9630	foil	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9631	torpedoes	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9632	plat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
9633	NBL	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9634	landed	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9635	protesting	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9636	Am	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9637	earned	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
9638	package	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9639	Obese	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
9640	looked	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9641	ed	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9642	attempts	1	3	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
9643	Would	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9644	Theophilus	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9645	detect	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
9646	-day	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
9647	Neuf	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9648	unfortunate	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9649	searching	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9650	From	0	0	8	5	0	1	0	1	1	1	1	1	0	0	0	1	1	1	1	1
9651	programming	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
9652	headquartered	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9653	divert	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
9654	area	2	3	1	2	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0
9655	An	3	3	5	2	0	0	1	0	0	0	2	1	1	1	1	0	1	0	0	0
9656	settlement	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9657	Serving	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9658	engrave	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9659	worsened	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9660	useful	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9661	pushes	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
9662	Georgia	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9663	pantheon	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
9664	Agricultural	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
9665	imposes	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
9666	Protestants	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9667	Mercantile	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9668	right-wing	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
9669	Andrew	0	0	3	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
9670	tolerant	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9671	Tolstoy	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9672	perform	0	0	3	1	0	1	3	2	0	0	1	0	0	0	0	0	0	0	0	0
9673	blink	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9674	intended	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9675	New-England	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9676	sad	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9677	housecats	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9678	trouble	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
9679	Dollar	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9680	earning	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
9681	lunch	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9682	infty	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0
9683	surrogate	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9684	fields	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
9685	liar	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9686	total	1	0	0	0	0	0	0	0	0	0	10	0	0	0	0	1	0	0	0	0
9687	intestines	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9688	tlichkeit	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
9689	intolerant	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9690	mainland	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9691	lawsuit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
9692	sexual	0	2	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
9693	Volume	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
9694	Blackburn	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
9695	ogv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
9696	structurally	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
9697	catalogues	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
9698	Their	0	4	4	1	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0
9699	Euro	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
9700	nuclease	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
9701	skeletons	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9702	genome	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
9703	witness	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
9704	wit	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9705	too	0	3	2	4	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0
9706	Highlander	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9707	focused	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9708	food	0	13	2	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0
9709	substances	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
9710	Pennsylvania	0	0	54	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9711	evacuated	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9712	confused	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
9713	prevented	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
9714	webmhd	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9715	Developmental	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
9716	shape	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9717	shoot	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9718	biology	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
9719	Want	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9720	cover	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9721	Attorney-General	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
9722	hugely	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
9723	Tee	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9724	signatory	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9725	Be	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9726	stray	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9727	Charleston	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9728	novel	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
9729	left	2	0	6	6	0	0	0	1	0	0	0	0	36	0	0	0	0	0	1	0
9730	unsuccessfully	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9731	bridged	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
9732	Fragments	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
9733	plastic	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9734	contributed	0	3	5	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
9735	Dallas	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
9736	unshackled	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9737	when	6	14	20	11	0	0	2	4	0	0	7	3	1	5	1	2	0	0	0	0
9738	clamshell	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9739	maternal	0	0	0	1	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0
9740	Colored	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9741	octaves	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9742	cask	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9743	Asia	0	3	0	2	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0
